location,area_sqft,bhk,bathrooms,floor,total_floors,age_of_property,parking,lift,actual_price
Kharghar,1326.28,2,1.0,18,27.0,11.0,0,0,12753190
Ghansoli,-115.73,2,2.5295887662988967,28,23.0,12.0,0,0,-2400667
KHARGHAR,1201.26,2,3.0,4,34.0,15.6,0,0,15291133
Airoli,911.35,4,1.0,33,21.0,5.5,0,1,16967074
CBD Belapur,1162.8,3,4.0,13,26.0,10.2,0,1,18424530
CBD Belapur,588.52,2.4597701149425286,1.0,30,11.0,9.9,0,0,9475502
KHARGHAR,144.2,2,4.0,15,26.0,2.2,0,1,3321427
KHARGHAR,1099.94,4,2.5295887662988967,23,29.0,3.6,0,0,20204476
Ghansoli,62.66,2,1.0,1,7.0,16.2,0,1,488127
Ulwe,1723.34,1,2.0,12,5.0,9.5,0,0,29679481
Kharghar,888.03,1,2.0,6,32.0,12.2,0,1,15995864
Airoli,977.33,4,3.0,22,11.0,8.8,1,1,16277750
Vashi,448.48,3,2.5295887662988967,7,5.0,8.0,0,1,5322856
panvel,1540.62,1,3.0,34,39.0,16.3,1,1,25432898
CBD Belapur,1009.51,2.4597701149425286,3.0,22,8.0,7.0,0,0,12809243
Belapur,697.6,1,2.0,17,23.0,12.7,1,0,8256724
panvel,601.78,2.4597701149425286,1.0,30,14.0,3.9,0,0,8361475
Belapur,938.26,3,1.0,12,30.0,10.4,0,0,16702700
Ghansoli,218.13,2,4.0,29,2.0,11.7,1,0,2542487
Nerul,1628.58,3,1.0,28,30.0,9.3,0,1,29678682
Nerul,390.57,2,2.0,27,36.0,11.4,0,0,3643883
Kharghar,1178.8,2.4597701149425286,2.5295887662988967,6,3.0,3.8,0,0,15921238
CBD Belapur,1254.67,2.4597701149425286,2.0,19,26.0,13.0,0,0,14811780
Airoli,1190.99,4,4.0,15,18.0,3.7,0,1,16854941
Airoli,553.48,2,2.5295887662988967,4,22.0,13.5,0,0,6728996
Airoli,896.09,3,2.5295887662988967,16.55400254129606,11.0,8.2,1,0,12357201
Vashi,1122.52,2.4597701149425286,2.5295887662988967,11,9.0,11.2,1,1,11644936
Kharghar,1275.28,2,2.0,28,16.0,6.3,0,1,12146733
KHARGHAR,-137.59,4,1.0,34,26.0,8.4,0,1,-2571737
Nerul,1514.81,4,2.0,7,17.0,4.2,0,0,18707981
Belapur,342.04,2,2.0,32,20.0,13.6,1,0,3274937
Nerul,297.81,2,3.0,11,11.0,15.2,0,1,5559678
Ghansoli,841.03,1,1.0,20,15.0,3.7,1,0,13357427
Airoli,695.26,2,1.0,17,18.0,12.4,1,1,11983386
Ghansoli,340.73,2,2.0,29,6.0,4.8,0,1,6969216
Ghansoli,1117.07,2,4.0,2,7.0,13.1,1,0,18687689
Airoli,1038.22,2,4.0,15,28.0,15.3,0,0,12520231
Airoli,993.36,2.4597701149425286,4.0,28,23.0,8.9,0,1,12544699
Nerul,121.42,3,2.0,17,16.0,7.1,0,0,1271449
panvel,1640.28,2.4597701149425286,3.0,1,15.0,8.7,1,1,22982912
Vashi,252.89,2,1.0,15,20.0,10.5,1,0,2388234
Panvel,711.83,2,1.0,33,10.0,8.2,0,0,9985903
nerul,665.48,1,2.5295887662988967,19,39.0,8.7,0,0,6244432
Airoli,1309.84,2,2.0,30,18.0,9.8,0,0,22184537
KHARGHAR,3430.9657487994687,1,2.5295887662988967,18,35.0,11.2,0,0,46868808
CBD Belapur,619.8,2.4597701149425286,4.0,17,33.0,6.1,0,0,6682768
Vashi,1364.33,3,4.0,9,16.0,6.4,0,1,19282952
Belapur,1239.84,2,2.5295887662988967,4,19.846280312371558,10.7,1,0,13284533
Kharghar,1811.27,3,4.0,21,33.0,3.4,1,1,29645160
CBD Belapur,1216.38,2.4597701149425286,1.0,12,30.0,7.2,0,0,16621706
Airoli,825.51,3,3.0,16.55400254129606,2.0,8.9,1,0,13574433
nerul,1261.93,1,3.0,23,17.0,5.7,0,0,21606730
Belapur,1139.04,3,4.0,15,26.0,9.5,1,0,19359925
Ghansoli,648.4,3,4.0,24,37.0,3.9,1,0,10602075
CBD Belapur,506.47,2.4597701149425286,3.0,13,26.0,9.2,0,0,7700050
nerul,965.97,4,2.0,18,4.0,6.6,1,0,18778582
nerul,693.54,3,2.5295887662988967,5,22.0,10.5,0,0,13863590
Vashi,807.95,2,2.0,17,6.0,10.5,0,0,13629802
Ghansoli,1662.65,2,1.0,32,23.0,2.7,1,1,22250467
Ghansoli,947.79,2,2.5295887662988967,20,14.0,6.6,0,0,15794303
Airoli,221.7,4,1.0,20,33.0,3.8,0,0,4791162
KHARGHAR,3430.9657487994687,1,2.0,5,10.0,8.7,1,1,44311418
Panvel,1369.01,4,2.5295887662988967,5,2.0,9.1,0,0,26791014
Nerul,3.01,2,2.0,24,37.0,10.1,1,1,-888353
Airoli,833.17,2,2.0,22,20.0,5.6,0,1,11495720
Vashi,905.79,2.4597701149425286,1.0,11,33.0,15.3,0,0,16363165
Kharghar,1068.63,1,3.0,1,26.0,10.8,0,0,19541055
CBD Belapur,1243.95,3,3.0,10,17.0,12.0,1,1,15159271
Ghansoli,358.58,1,2.0,20,25.0,5.1,0,0,5313853
Airoli,1094.99,2.4597701149425286,4.0,24,10.0,11.4,0,1,11942753
Nerul,1086.84,4,2.0,8,19.846280312371558,19.5,1,1,16765518
Panvel,934.34,2,2.5295887662988967,9,18.0,15.5,0,0,13755717
KHARGHAR,1278.39,2.4597701149425286,2.0,21,12.0,1.8,1,0,15626050
KHARGHAR,568.42,4,2.5295887662988967,1,12.0,9.3,0,1,7778407
Ghansoli,693.31,2,3.0,16,17.0,4.2,1,1,6665207
Panvel,1066.63,2.4597701149425286,3.0,9,28.0,2.1,0,0,13832706
KHARGHAR,714.04,4,2.0,0,27.0,7.2,1,1,10697786
Vashi,1276.29,4,1.0,23,13.0,13.2,1,1,25365557
Nerul,1099.51,2,4.0,2,9.0,11.4,0,0,21154915
KHARGHAR,570.23,2.4597701149425286,1.0,23,33.0,16.6,0,1,7525730
KHARGHAR,505.91,3,2.0,16.55400254129606,12.0,9.7,1,1,5990964
Airoli,986.07,1,3.0,5,20.0,19.5,1,1,13009899
Panvel,1204.1,2,4.0,18,5.0,5.8,1,0,17066737
panvel,852.92,4,3.0,11,16.0,3.3,0,1,10180122
Ulwe,786.28,2,2.0,5,18.0,14.0,0,0,11741498
Vashi,1186.17,1,1.0,31,33.0,7.1,0,1,21001891
Panvel,429.56,2,1.0,1,10.0,5.4,0,0,6879161
Airoli,1647.72,2,4.0,7,27.0,12.0,1,0,31390357
Ulwe,1391.29,2.4597701149425286,3.0,16.55400254129606,35.0,16.7,0,1,13294502
Ulwe,1280.56,2.4597701149425286,2.5295887662988967,8,22.0,6.9,1,0,13935494
Airoli,401.05,4,4.0,8,38.0,8.2,0,1,4210854
Ulwe,1171.2,2,3.0,31,19.0,21.5,1,0,16910188
nerul,1481.57,3,2.0,19,2.0,10.3,1,0,24519038
Belapur,106.32,3,4.0,16,31.0,0.1,0,0,1420028
panvel,956.45,2,2.5295887662988967,11,2.0,9.4,1,0,9879881
CBD Belapur,1267.53,1,2.5295887662988967,16,38.0,6.2,0,1,15422742
CBD Belapur,790.04,2.4597701149425286,3.0,4,29.0,3.5,0,0,13393597
Kharghar,1037.51,4,2.0,27,8.0,15.8,1,1,15755255
Kharghar,1488.37,2.4597701149425286,1.0,31,29.0,7.0,1,1,26181743
Ghansoli,1450.91,4,1.0,20,26.0,9.0,1,0,17711525
Nerul,199.93,2,4.0,16,13.0,8.7,1,1,3086381
Airoli,754.84,4,3.0,5,35.0,20.9,0,0,13224565
panvel,1336.7,2,2.0,8,6.0,10.0,0,1,21072964
CBD Belapur,1284.59,2,2.5295887662988967,4,23.0,1.6,0,0,22589095
Airoli,737.68,2,4.0,10,15.0,0.7,0,1,10678165
panvel,1039.52,1,1.0,27,23.0,7.9,1,0,15138618
Nerul,1991.66,3,2.5295887662988967,29,13.0,13.2,1,1,38035911
KHARGHAR,1030.01,3,1.0,23,3.0,0.9,1,0,13727594
Belapur,819.33,3,2.5295887662988967,3,28.0,8.7,0,0,13016446
Panvel,1191.49,4,2.0,4,37.0,16.4,1,0,17879415
Airoli,376.67,3,3.0,10,37.0,8.7,0,1,5660168
Nerul,163.46,2,4.0,31,34.0,20.3,1,1,2592735
Panvel,351.02,1,2.0,16.55400254129606,10.0,16.2,1,1,5618288
Nerul,1267.46,2,2.5295887662988967,2,12.0,6.2,0,0,16152127
Belapur,1470.38,2,4.0,16,11.0,4.5,1,1,28881055
CBD Belapur,1462.66,4,3.0,29,16.0,11.3,0,0,25094762
KHARGHAR,942.9,2,1.0,11,7.0,3.2,0,1,14887036
Belapur,912.07,2,1.0,22,36.0,4.9,1,0,16943352
Kharghar,1213.57,2,1.0,0,33.0,14.5,0,0,13123626
Belapur,899.39,3,4.0,6,21.0,2.5,1,0,11489611
CBD Belapur,1566.84,1,2.5295887662988967,12,24.0,20.0,1,1,23923652
Vashi,804.36,2.4597701149425286,4.0,6,6.0,13.8,0,0,10624904
Vashi,750.22,2,2.0,1,12.0,12.0,0,0,10637399
Ulwe,1175.52,2,4.0,19,21.0,4.5,0,0,15114401
CBD Belapur,1062.39,2.4597701149425286,4.0,14,35.0,1.6,0,1,17991139
Vashi,451.7,2.4597701149425286,2.0,30,3.0,11.1,1,0,5230012
Ghansoli,618.64,1,4.0,16.55400254129606,11.0,2.0,0,0,6632315
Belapur,1403.45,2,1.0,19,19.846280312371558,1.6,1,0,23196274
Belapur,835.21,2.4597701149425286,2.5295887662988967,16.55400254129606,18.0,9.8,1,0,8977120
Belapur,1826.18,3,1.0,15,24.0,2.1,1,0,19388528
Ghansoli,573.18,4,2.0,13,21.0,4.7,1,0,11055753
Airoli,1392.21,2,2.0,27,7.0,15.1,0,1,15232280
Kharghar,1539.07,3,3.0,27,19.0,4.4,1,0,22868072
panvel,1436.83,4,2.0,17,11.0,9.8,1,0,15239115
Ulwe,1416.61,4,4.0,12,21.0,13.3,0,1,17684404
Belapur,862.12,1,4.0,12,25.0,6.1,1,0,8172481
Ulwe,1291.34,1,2.0,27,32.0,5.0,0,0,21104028
nerul,647.46,2,3.0,16.55400254129606,21.0,0.5,0,0,6007873
Kharghar,950.72,2,3.0,29,13.0,8.7,1,0,9552924
Ulwe,426.47,4,3.0,3,19.846280312371558,10.1,1,0,7304328
Vashi,1371.44,3,2.0,9,22.0,3.7,0,0,25384893
panvel,760.33,1,4.0,8,21.0,3.4,0,0,14600453
panvel,756.84,1,1.0,4,33.0,7.5,0,1,9573136
CBD Belapur,1072.45,1,4.0,17,19.846280312371558,6.6,0,1,16379930
CBD Belapur,1041.83,2,2.0,13,16.0,5.7,0,0,17227770
Vashi,625.66,4,4.0,2,16.0,0.5,0,0,12825146
Kharghar,1185.42,2,2.0,10,10.0,8.3,0,1,13603711
Airoli,1414.16,1,2.0,20,21.0,6.0,0,0,18080403
CBD Belapur,1260.77,4,4.0,3,11.0,8.2,0,0,16321059
Belapur,871.56,3,2.5295887662988967,7,18.0,6.8,0,0,16909643
Ghansoli,996.63,2,2.0,26,20.0,14.4,0,0,9669205
Ghansoli,856.03,2.4597701149425286,2.5295887662988967,4,10.0,2.6,0,0,10843746
Vashi,516.32,2,2.0,1,19.846280312371558,20.7,0,1,8096521
Belapur,101.97,4,2.0,18,7.0,3.6,0,0,1106124
Ulwe,478.47,2.4597701149425286,2.0,1,2.0,16.1,0,0,5214244
nerul,89.05,2,2.0,2,4.0,13.3,0,1,722334
Ghansoli,1055.3,1,1.0,13,37.0,3.7,0,1,16467235
Kharghar,1592.24,2,2.5295887662988967,5,37.0,14.6,0,0,26202978
KHARGHAR,916.73,1,3.0,16.55400254129606,9.0,16.3,0,1,12731471
Ghansoli,551.23,1,2.5295887662988967,0,7.0,12.1,0,0,5153386
Vashi,1350.65,1,2.0,27,25.0,16.4,0,1,23394938
Airoli,738.28,3,2.0,31,39.0,11.7,0,0,12012683
KHARGHAR,1221.21,3,2.5295887662988967,24,13.0,12.0,0,1,19046526
Airoli,735.53,3,3.0,5,36.0,6.4,1,0,14543115
CBD Belapur,800.54,1,3.0,33,26.0,5.0,0,0,14064927
Ghansoli,431.27,2,4.0,22,19.846280312371558,4.1,1,1,5749570
CBD Belapur,1393.27,3,1.0,31,9.0,1.8,0,0,17469464
Kharghar,240.41,3,1.0,9,39.0,3.9,1,0,2273678
Ulwe,1139.22,3,2.5295887662988967,34,33.0,13.6,0,1,20009495
Airoli,733.05,2,2.5295887662988967,3,11.0,8.9,0,1,10819822
Ulwe,1295.55,4,4.0,27,39.0,5.7,1,0,19449701
Airoli,1254.1,2,4.0,23,6.0,11.2,0,1,17330323
Belapur,389.83,2,2.5295887662988967,2,25.0,9.2,0,1,6674293
Airoli,957.22,2,2.5295887662988967,19,24.0,0.6,0,0,14490061
CBD Belapur,1596.82,4,2.5295887662988967,28,33.0,3.4,1,0,26631475
Panvel,971.62,1,2.5295887662988967,22,3.0,8.8,0,0,14654454
Airoli,717.29,2,4.0,23,4.0,1.0,0,0,9462252
Nerul,884.67,2.4597701149425286,2.5295887662988967,17,30.0,11.2,0,1,12994821
KHARGHAR,1214.44,2,4.0,28,14.0,5.6,0,0,13287011
nerul,1261.04,2,3.0,16.55400254129606,34.0,0.8,1,0,16863828
Kharghar,1689.58,2.4597701149425286,4.0,30,12.0,14.8,0,1,14896763
Vashi,741.44,3,1.0,9,17.0,14.9,0,0,11224674
Kharghar,1614.52,4,1.0,16.55400254129606,14.0,5.2,0,1,26686927
Ghansoli,1133.35,3,3.0,5,16.0,3.7,1,0,17301786
Panvel,1222.81,2,2.0,1,38.0,1.1,0,0,15982081
Nerul,788.3,2,2.0,9,11.0,9.6,0,1,11008428
Airoli,944.28,3,4.0,29,37.0,1.5,0,0,17850513
Panvel,1689.24,3,2.5295887662988967,2,25.0,11.2,0,0,34329388
Ulwe,613.64,2,1.0,16.55400254129606,30.0,8.0,1,1,6479935
nerul,919.83,1,3.0,5,34.0,18.0,1,0,13777029
panvel,709.12,3,2.0,7,26.0,10.8,0,0,12015648
Airoli,1624.01,1,4.0,7,34.0,11.4,0,0,21892405
Vashi,1079.85,1,2.0,0,39.0,0.8,1,0,13335758
Nerul,808.69,2,4.0,6,39.0,6.6,1,0,14108843
Kharghar,688.61,2.4597701149425286,1.0,32,29.0,5.7,1,0,9479402
Ulwe,647.47,1,3.0,33,1.0,9.0,0,1,12120234
Airoli,1464.65,3,4.0,9,33.0,4.3,1,0,16961677
panvel,1528.79,1,2.5295887662988967,34,25.0,9.2,0,1,19486001
Belapur,580.87,1,2.5295887662988967,16.55400254129606,37.0,17.0,0,1,5712448
KHARGHAR,1212.88,2,1.0,9,23.0,7.2,1,0,14430098
Belapur,749.45,2.4597701149425286,2.5295887662988967,30,14.0,0.5,0,1,8858805
Airoli,526.39,2,3.0,16.55400254129606,21.0,14.6,1,0,10059322
panvel,578.43,4,2.5295887662988967,18,17.0,5.0,0,0,7432551
nerul,1247.14,2,3.0,29,6.0,8.7,1,0,17177921
Ulwe,908.3,2,2.0,20,3.0,3.3,0,1,9349732
KHARGHAR,2083.69,4,1.0,16.55400254129606,36.0,22.5,1,1,43570052
Vashi,1641.02,3,2.5295887662988967,24,22.0,10.6,0,1,20300811
Ulwe,725.23,2.4597701149425286,2.5295887662988967,20,37.0,0.6,0,0,6346760
Ghansoli,1422.7,4,2.5295887662988967,32,2.0,6.3,0,0,18845596
Kharghar,69.5,2,3.0,31,23.0,4.0,1,0,1206863
panvel,1105.27,2,2.0,5,1.0,12.3,0,0,18779894
CBD Belapur,997.82,1,4.0,16.55400254129606,14.0,8.0,0,0,12008770
Ulwe,410.8,3,2.5295887662988967,27,3.0,4.4,0,0,8362457
Belapur,799.63,2.4597701149425286,2.5295887662988967,6,32.0,2.1,0,0,13965332
Belapur,533.18,1,2.5295887662988967,2,9.0,5.1,1,1,6154819
Ulwe,1067.34,2.4597701149425286,3.0,34,22.0,19.0,0,0,11180701
panvel,320.8,4,3.0,16.55400254129606,39.0,1.7,0,1,4984968
CBD Belapur,1095.2,1,2.5295887662988967,8,1.0,2.3,0,1,11588872
CBD Belapur,1073.62,2.4597701149425286,2.5295887662988967,21,35.0,4.1,0,0,16663663
nerul,933.87,4,4.0,27,33.0,12.5,1,0,10186468
Kharghar,66.65,2,3.0,24,28.0,19.1,1,1,819619
Vashi,3430.9657487994687,4,2.5295887662988967,29,10.0,4.6,0,0,50507091.96410894
Airoli,695.25,2,1.0,20,4.0,9.2,1,0,13619723
Panvel,2284.95,4,1.0,23,38.0,11.3,0,0,43766218
Nerul,1287.59,2,1.0,13,24.0,2.7,1,1,17135290
Panvel,686.89,2,3.0,31,2.0,3.1,0,0,12864958
Kharghar,623.58,3,4.0,10,37.0,9.3,0,1,12527225
KHARGHAR,890.42,2.4597701149425286,3.0,27,19.846280312371558,11.1,1,0,8596330
Ulwe,-149.0,4,1.0,3,12.0,5.0,0,0,-2569782
Kharghar,1491.23,3,2.5295887662988967,15,27.0,11.3,1,0,19345205
Ulwe,1333.14,1,3.0,7,28.0,3.3,1,1,20512063
panvel,797.6,2.4597701149425286,3.0,31,14.0,11.3,0,0,14497788
Airoli,943.63,2.4597701149425286,2.0,7,13.0,13.5,1,1,11221450
KHARGHAR,-215.7,4,2.0,31,12.0,11.1,0,1,-3775468
panvel,1234.99,1,4.0,0,21.0,14.2,0,0,15134542
Kharghar,1189.36,3,2.5295887662988967,9,39.0,4.1,1,0,24182851
CBD Belapur,952.57,2,4.0,31,9.0,5.4,0,0,9667554
KHARGHAR,988.45,2.4597701149425286,3.0,30,13.0,5.2,0,1,10420959
CBD Belapur,1103.27,2,2.0,9,39.0,11.0,1,0,11038931
CBD Belapur,1110.91,2,2.0,26,39.0,15.9,0,0,12974312
Airoli,415.77,2,1.0,10,22.0,4.0,0,0,6623404
panvel,316.56,1,1.0,16.55400254129606,25.0,10.5,1,0,5978236
Vashi,1320.39,1,3.0,6,11.0,7.5,1,0,24082001
Belapur,281.3,2,1.0,13,26.0,8.6,0,1,3117425
panvel,803.9,2,2.0,12,37.0,2.0,0,0,12801070
Airoli,520.73,2.4597701149425286,4.0,34,21.0,12.1,1,0,5028130
Kharghar,1098.08,1,1.0,13,21.0,11.5,0,0,12936838
Belapur,794.66,2,1.0,31,30.0,6.2,0,0,8403932
Kharghar,1053.98,3,4.0,22,19.0,8.3,0,0,14892173
Airoli,885.97,1,2.5295887662988967,16.55400254129606,11.0,6.5,1,0,8762405
Kharghar,1052.71,1,2.5295887662988967,34,16.0,6.6,1,1,14502067
panvel,861.55,2,4.0,31,8.0,3.0,0,0,15006598
Airoli,304.4,2.4597701149425286,2.5295887662988967,0,37.0,7.6,0,0,5813247
CBD Belapur,727.77,4,1.0,7,11.0,0.2,0,0,14008248
KHARGHAR,888.25,4,4.0,5,32.0,2.8,1,0,10809966
Airoli,959.56,2,1.0,2,33.0,5.9,0,1,17001391
nerul,1258.19,2,2.0,22,16.0,21.2,0,1,14068211
Kharghar,724.54,2.4597701149425286,3.0,8,12.0,5.5,1,0,7005697
Belapur,573.59,2,4.0,3,36.0,9.5,1,1,7815008
Belapur,756.48,4,2.0,33,37.0,6.0,1,0,9936961
Nerul,929.97,4,2.5295887662988967,16.55400254129606,13.0,6.7,0,1,16289725
KHARGHAR,1045.76,2.4597701149425286,1.0,23,35.0,11.0,1,1,18426395
Ulwe,939.39,2,1.0,11,5.0,8.4,0,1,10121401
Panvel,1048.83,3,1.0,32,15.0,8.5,0,0,16154977
Vashi,1108.55,2,2.0,18,35.0,9.0,0,0,17058461
Vashi,3430.9657487994687,2,2.0,7,12.0,14.5,0,1,50507091.96410894
Vashi,865.93,2,2.0,23,16.0,4.9,0,1,11887878
CBD Belapur,812.98,1,2.0,18,13.0,9.0,0,1,11024796
Vashi,1152.91,3,4.0,34,28.0,14.4,0,0,19898913
KHARGHAR,1001.45,1,3.0,29,10.0,5.9,0,0,17826024
Vashi,904.02,3,2.5295887662988967,23,15.0,0.9,0,0,16220863
Vashi,1332.58,2.4597701149425286,2.0,14,23.0,4.3,1,0,22302081
nerul,1295.41,1,2.5295887662988967,17,14.0,9.0,0,0,15648511
Nerul,1249.96,2,2.5295887662988967,9,21.0,9.7,1,1,18065779
panvel,1578.92,4,2.5295887662988967,6,28.0,5.3,0,0,18509137
Ulwe,761.7,2,2.5295887662988967,12,3.0,14.7,1,0,10167163
Belapur,60.21,3,4.0,30,2.0,14.8,1,0,1799075
CBD Belapur,861.35,2,4.0,11,31.0,9.7,0,1,13914219
panvel,593.07,1,1.0,5,21.0,10.4,0,1,8509565
Airoli,3430.9657487994687,2,2.5295887662988967,9,37.0,0.0,0,0,51150110
CBD Belapur,871.23,2.4597701149425286,2.0,25,28.0,6.7,0,0,10038736
nerul,1459.48,2,2.5295887662988967,11,5.0,14.3,0,0,19616834
Panvel,1177.91,3,1.0,30,32.0,10.7,1,1,20997052
Airoli,1497.45,2.4597701149425286,2.0,12,20.0,2.0,0,0,20374993
Nerul,-6.31,3,4.0,13,8.0,1.8,1,0,-1364795
Ghansoli,431.9,1,3.0,30,16.0,0.9,0,1,4494942
Panvel,538.76,3,2.5295887662988967,3,36.0,7.4,1,1,11802204
KHARGHAR,465.18,2,2.5295887662988967,16,26.0,21.0,1,1,8693883
Vashi,1049.31,3,3.0,22,7.0,1.8,1,1,21147615
Panvel,1106.71,1,2.0,17,19.0,4.0,0,0,10767818
Airoli,985.19,4,2.0,19,26.0,6.3,1,0,12337287
Airoli,798.62,1,2.0,10,22.0,9.2,1,0,12972049
Panvel,972.85,3,1.0,1,14.0,9.7,0,0,17219680
KHARGHAR,1243.72,2.4597701149425286,2.5295887662988967,17,17.0,4.1,0,0,11616604
Airoli,2005.15,2,4.0,13,11.0,9.8,0,0,23416746
Ghansoli,1176.62,2.4597701149425286,1.0,19,37.0,4.1,0,1,14966266
Nerul,864.4,2.4597701149425286,4.0,16,12.0,7.7,1,1,12889170
Vashi,328.75,4,2.5295887662988967,16,10.0,6.2,1,1,3441707
Airoli,559.5,4,1.0,29,17.0,4.9,1,1,10432679
Ulwe,1835.01,2,4.0,9,26.0,5.8,0,1,29402733
Ghansoli,624.1,3,2.0,21,23.0,9.1,0,0,10160408
nerul,-306.57,4,4.0,4,15.0,12.8,1,0,-6955773
KHARGHAR,791.34,1,1.0,26,28.0,10.9,1,1,12913439
Vashi,1128.23,2,2.0,7,5.0,19.2,1,0,15299360
Nerul,1085.34,2.4597701149425286,2.5295887662988967,13,15.0,4.5,1,1,17406592
Airoli,1141.26,1,1.0,29,14.0,4.5,0,0,11954181
Nerul,1432.25,4,1.0,18,27.0,10.1,0,0,21189281
CBD Belapur,674.32,2.4597701149425286,1.0,25,24.0,0.4,0,0,10738258
panvel,536.02,2,2.5295887662988967,5,9.0,6.9,1,1,7495341
Kharghar,762.6,4,2.0,12,18.0,3.4,0,0,11456526
KHARGHAR,738.32,1,4.0,17,30.0,2.8,0,0,10872850
Airoli,626.96,1,3.0,0,25.0,6.7,0,0,11470697
Belapur,819.15,1,2.5295887662988967,5,4.0,1.7,0,0,15715798
Nerul,771.53,2.4597701149425286,1.0,5,26.0,3.3,0,0,6937912
Kharghar,269.11,4,3.0,31,38.0,5.2,0,0,4625028
Nerul,-113.74,3,3.0,28,39.0,4.5,0,0,-2456351
Airoli,721.45,4,3.0,17,10.0,2.5,0,1,11017891
Panvel,749.9,2,3.0,16,29.0,4.9,0,1,11101188
Belapur,479.03,1,3.0,34,10.0,5.5,0,0,7851956
Nerul,1742.61,4,1.0,15,9.0,5.3,1,1,29243559
CBD Belapur,1113.63,2.4597701149425286,2.5295887662988967,29,23.0,12.0,1,0,13768310
CBD Belapur,720.62,2.4597701149425286,2.0,7,9.0,10.1,1,0,6993612
CBD Belapur,1751.36,1,2.5295887662988967,7,18.0,13.8,0,1,26147998
Ghansoli,1146.58,2,3.0,33,36.0,6.6,0,0,15107986
KHARGHAR,1733.34,3,4.0,29,35.0,5.3,1,0,18010049
Nerul,1517.57,2,3.0,23,19.0,16.8,0,0,22915451
Nerul,1498.04,4,2.5295887662988967,21,12.0,15.2,0,0,27602041
Belapur,751.61,2,1.0,16,24.0,7.0,0,1,14030269
Belapur,1109.62,3,1.0,33,36.0,0.1,0,0,16939131
Nerul,972.7,3,3.0,7,12.0,8.7,0,0,17526707
Kharghar,922.75,1,1.0,19,22.0,10.2,0,0,12742713
Vashi,834.58,3,3.0,22,11.0,3.3,0,0,12206855
Airoli,1109.88,2.4597701149425286,1.0,30,9.0,4.1,0,0,18172873
nerul,1252.54,1,3.0,25,31.0,0.5,0,0,15641549
Ulwe,513.91,4,1.0,29,27.0,7.1,1,0,6003126
Airoli,1378.67,3,1.0,27,20.0,0.3,0,0,23165672
Ghansoli,1039.64,1,4.0,7,10.0,8.1,0,1,10786403
nerul,1201.04,2.4597701149425286,2.5295887662988967,2,32.0,2.6,1,0,15303677
Vashi,957.75,4,4.0,30,21.0,5.9,1,0,19508623
CBD Belapur,1051.2,3,1.0,3,19.0,4.3,1,0,17889824
nerul,1340.52,2.4597701149425286,4.0,9,29.0,0.7,0,0,14726344
CBD Belapur,1155.78,4,3.0,0,30.0,12.3,1,0,19635764
Airoli,1041.73,1,2.5295887662988967,24,6.0,18.3,0,1,11722802
Vashi,481.51,3,2.5295887662988967,27,29.0,21.6,0,0,7556975
Airoli,339.74,3,2.0,20,4.0,15.6,1,0,6399464
CBD Belapur,536.25,2,2.0,31,1.0,3.7,0,1,7336613
Belapur,812.92,2,3.0,6,18.0,4.4,0,1,11491385
nerul,941.19,2.4597701149425286,2.5295887662988967,25,1.0,24.1,1,0,14096747
nerul,537.94,2,1.0,16.55400254129606,29.0,1.5,0,1,10669516
Ghansoli,948.56,3,2.0,16.55400254129606,16.0,1.0,0,0,16148827
panvel,130.82,4,4.0,19,27.0,2.4,1,1,2440329
Belapur,671.78,4,2.0,8,4.0,7.7,1,0,13134728
nerul,1478.17,2,4.0,11,1.0,2.8,1,1,17535900
CBD Belapur,738.38,2,4.0,5,32.0,12.8,0,1,7334706
Ghansoli,1106.45,4,2.0,1,38.0,15.0,1,0,16759115
Kharghar,1077.91,1,1.0,4,1.0,1.6,1,0,19994914
Ulwe,725.76,3,3.0,16.55400254129606,13.0,6.3,0,0,13645559
Airoli,1267.72,2,4.0,7,33.0,6.9,1,0,20385956
Belapur,175.06,2,3.0,26,19.0,0.5,0,1,2535138
Ulwe,775.49,2,3.0,6,36.0,14.3,1,0,11048474
Nerul,955.2,3,2.5295887662988967,19,27.0,16.7,1,0,14886586
Belapur,1409.71,2,4.0,16.55400254129606,18.0,3.8,0,0,14129760
CBD Belapur,1141.53,1,4.0,32,9.0,12.1,0,0,12758563
Ulwe,993.76,3,1.0,10,18.0,12.4,0,0,17559153
Airoli,561.85,4,3.0,34,11.0,18.4,1,0,7318371
Vashi,812.92,3,2.5295887662988967,27,18.0,5.8,1,1,15589703
nerul,686.7,1,3.0,26,31.0,9.0,1,0,10164198
KHARGHAR,957.85,2.4597701149425286,2.0,26,16.0,12.0,0,0,9952788
Nerul,907.67,1,4.0,27,32.0,5.3,1,1,15721232
Ghansoli,1493.15,2,3.0,1,6.0,5.4,0,0,24482831
Vashi,703.71,1,1.0,0,13.0,3.7,0,0,7189212
Belapur,820.04,3,2.0,12,5.0,7.6,1,0,11720333
Vashi,32.42,1,1.0,19,5.0,9.8,0,1,876660
Ghansoli,1301.13,2,2.5295887662988967,1,17.0,12.7,1,1,17811073
Airoli,952.75,4,3.0,16.55400254129606,7.0,14.5,0,0,15887098
Airoli,796.27,2.4597701149425286,3.0,9,37.0,5.0,1,0,11470392
Panvel,1232.6,2.4597701149425286,2.0,29,14.0,7.9,0,1,14368004
